,Alert,Coordinates,CDI,Code,Detail,Depth,Magnitude,Waveform,ID,Felt,Gap,MMI,Net,NST,RMS,Place,Sig,Sources,Status,Time,Title,Tsunami,Type,TZ,Updated,URL
62,,"[-122.7785, 38.8256667, 1.31]",,73138616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138616&format=geojson,0.008246,0.0,md,",nc73138616,",,134.0,,nc,12.0,0.02,"5km W of Cobb, CA",0,",nc,",reviewed,1548961613430,"M 0.0 - 5km W of Cobb, CA",0,earthquake,-480.0,1549698664938,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138616
63,,"[-118.8098333, 37.6383333, 2.5]",1.0,73138611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138611&format=geojson,0.02068,1.65,md,",nc73138611,",0.0,53.0,,nc,27.0,0.05,"14km NW of Toms Place, CA",42,",nc,",reviewed,1548961377080,"M 1.7 - 14km NW of Toms Place, CA",0,earthquake,-480.0,1549319703363,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138611
64,,"[-118.8038333, 37.6393333, 2.88]",,73138606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138606&format=geojson,0.02547,1.2,md,",nc73138606,",,136.0,,nc,20.0,0.05,"14km NW of Toms Place, CA",22,",nc,",reviewed,1548961301750,"M 1.2 - 14km NW of Toms Place, CA",0,earthquake,-480.0,1549056184169,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138606
65,,"[-105.7251, -5.1822, 10]",,2000jbd2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbd2&format=geojson,22.093,4.7,mb,",us2000jbd2,",,91.0,,us,,1.17,Central East Pacific Rise,340,",us,",reviewed,1548961106490,M 4.7 - Central East Pacific Rise,0,earthquake,-420.0,1555614567040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbd2
66,,"[-118.809, 37.6388333, 2.45]",,73138601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138601&format=geojson,0.02135,1.56,md,",nc73138601,",,54.0,,nc,28.0,0.05,"14km NW of Toms Place, CA",37,",nc,",reviewed,1548961039190,"M 1.6 - 14km NW of Toms Place, CA",0,earthquake,-480.0,1549318023193,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138601
67,,"[-116.3168333, 33.9575, 8.61]",,38214183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38214183&format=geojson,0.07824,1.2,ml,",ci38214183,",,49.0,,ci,34.0,0.13,"17km NNE of Thousand Palms, CA",22,",ci,",reviewed,1548960983190,"M 1.2 - 17km NNE of Thousand Palms, CA",0,earthquake,-480.0,1548962192414,https://earthquake.usgs.gov/earthquakes/eventpage/ci38214183
68,,"[-118.8098333, 37.639, 2.57]",2.2,73138596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138596&format=geojson,0.0207,1.7,md,",nc73138596,",1.0,53.0,,nc,30.0,0.05,"14km NW of Toms Place, CA",45,",nc,",reviewed,1548960482660,"M 1.7 - 14km NW of Toms Place, CA",0,earthquake,-480.0,1549316406039,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138596
69,,"[-64.18, 18.6408, 50]",,2019031024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019031024&format=geojson,1.7417,3.39,md,",pr2019031024,us2000jbgs,",,346.0,,pr,6.0,0.1,"50km E of Road Town, British Virgin Islands",177,",pr,us,",reviewed,1548960445830,"M 3.4 - 50km E of Road Town, British Virgin Islands",0,earthquake,-240.0,1555614552040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019031024
70,,"[-151.4827, 63.0776, 5.1]",2.0,0191fknaft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fknaft&format=geojson,,1.5,ml,",ak0191fknaft,",1.0,,,ak,,0.73,"109km NW of Talkeetna, Alaska",35,",ak,",reviewed,1548960338929,"M 1.5 - 109km NW of Talkeetna, Alaska",0,earthquake,-540.0,1550269875483,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fknaft
71,,"[-122.8106667, 38.8126667, 0.69]",,73138591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138591&format=geojson,0.01072,1.23,md,",nc73138591,",,73.0,,nc,20.0,0.04,"6km NW of The Geysers, CA",23,",nc,",reviewed,1548960074600,"M 1.2 - 6km NW of The Geysers, CA",0,earthquake,-480.0,1549705683607,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138591
72,,"[-122.8086667, 38.8161667, 1.12]",,73138586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138586&format=geojson,0.007301,1.55,md,",nc73138586,",,50.0,,nc,36.0,0.06,"6km NW of The Geysers, CA",37,",nc,",reviewed,1548960040820,"M 1.6 - 6km NW of The Geysers, CA",0,earthquake,-480.0,1549704123456,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138586
73,,"[-115.2957, 37.1328, 0]",,00676425,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676425&format=geojson,0.336,1.0,ml,",nn00676425,",,132.09,,nn,6.0,0.127,"28km SSW of Alamo, Nevada",15,",nn,",reviewed,1548959911653,"M 1.0 - 28km SSW of Alamo, Nevada",0,earthquake,-480.0,1548986702351,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676425
74,,"[-150.6247, 63.2203, 118.9]",,0191fkl4bt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fkl4bt&format=geojson,,1.1,ml,",ak0191fkl4bt,",,,,ak,,0.43,"86km WSW of Cantwell, Alaska",19,",ak,",reviewed,1548959717716,"M 1.1 - 86km WSW of Cantwell, Alaska",0,earthquake,-540.0,1550269772640,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fkl4bt
75,,"[-116.4071667, 33.3246667, 7.53]",,38214103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38214103&format=geojson,0.03358,0.78,ml,",ci38214103,",,55.0,,ci,28.0,0.19,"8km NNW of Borrego Springs, CA",9,",ci,",reviewed,1548959376680,"M 0.8 - 8km NNW of Borrego Springs, CA",0,earthquake,-480.0,1548960703561,https://earthquake.usgs.gov/earthquakes/eventpage/ci38214103
76,,"[-118.4909973, 34.2781677, 17.79]",3.4,38214095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38214095&format=geojson,0.0772,1.81,ml,",ci38214095,",5.0,86.0,,ci,19.0,0.29,"1km NE of Granada Hills, CA",52,",ci,",automatic,1548959332850,"M 1.8 - 1km NE of Granada Hills, CA",0,earthquake,-480.0,1548977724108,https://earthquake.usgs.gov/earthquakes/eventpage/ci38214095
77,,"[147.1417, -3.6801, 10]",,2000jhfn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jhfn&format=geojson,1.641,4.3,mb,",us2000jhfn,",,178.0,,us,,1.28,"183km S of Lorengau, Papua New Guinea",284,",us,",reviewed,1548959078910,"M 4.3 - 183km S of Lorengau, Papua New Guinea",0,earthquake,600.0,1555614582040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jhfn
78,,"[-151.0537, 63.5567, 5.6]",,0191fkhq7n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fkhq7n&format=geojson,,0.6,ml,",ak0191fkhq7n,",,,,ak,,0.42,"106km W of Cantwell, Alaska",6,",ak,",reviewed,1548958783982,"M 0.6 - 106km W of Cantwell, Alaska",0,earthquake,-540.0,1550269772092,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fkhq7n
79,,"[143.8304, 21.4475, 10]",,2000jbcc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbcc&format=geojson,15.081,5.1,mb,",us2000jbcc,",,151.0,,us,,1.14,"149km NW of Farallon de Pajaros, Northern Mariana Islands",400,",us,",reviewed,1548958633400,"M 5.1 - 149km NW of Farallon de Pajaros, Northern Mariana Islands",0,earthquake,600.0,1610750099754,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbcc
80,,"[-155.2799988, 19.4078331, 0.14]",,70791926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70791926&format=geojson,0.01051,1.76,md,",hv70791926,",,52.0,,hv,18.0,0.09,"5km WSW of Volcano, Hawaii",48,",hv,",automatic,1548958471660,"M 1.8 - 5km WSW of Volcano, Hawaii",0,earthquake,-600.0,1548958811400,https://earthquake.usgs.gov/earthquakes/eventpage/hv70791926
81,,"[-116.7801667, 33.5626667, 5.93]",,37204092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37204092&format=geojson,0.03372,0.73,ml,",ci37204092,",,127.0,,ci,14.0,0.06,"10km W of Anza, CA",8,",ci,",reviewed,1548958459060,"M 0.7 - 10km W of Anza, CA",0,earthquake,-480.0,1548960205800,https://earthquake.usgs.gov/earthquakes/eventpage/ci37204092
82,,"[-116.3875, 33.362, 12.88]",,38214055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38214055&format=geojson,0.03909,0.89,ml,",ci38214055,",,114.0,,ci,25.0,0.12,"12km N of Borrego Springs, CA",12,",ci,",reviewed,1548958454870,"M 0.9 - 12km N of Borrego Springs, CA",0,earthquake,-480.0,1548960332440,https://earthquake.usgs.gov/earthquakes/eventpage/ci38214055
83,,"[-148.7634, 64.8161, 10.5]",,0191fkfy15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fkfy15&format=geojson,,0.4,ml,",ak0191fkfy15,",,,,ak,,0.42,"31km NNE of North Nenana, Alaska",2,",ak,",reviewed,1548958272667,"M 0.4 - 31km NNE of North Nenana, Alaska",0,earthquake,-540.0,1550269771514,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fkfy15
84,,"[-153.5879, 59.235, 102.6]",,0191fkfcn4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fkfcn4&format=geojson,,1.8,ml,",ak0191fkfcn4,",,,,ak,,0.4,"94km SE of Old Iliamna, Alaska",50,",ak,",reviewed,1548958115757,"M 1.8 - 94km SE of Old Iliamna, Alaska",0,earthquake,-540.0,1550269770832,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fkfcn4
85,,"[-155.3226667, 58.1276667, 5.91]",,70820954,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70820954&format=geojson,0.08263,-0.15,ml,",av70820954,",,248.0,,av,5.0,0.18,"100km SE of King Salmon, Alaska",0,",av,",reviewed,1548957701440,"M -0.2 - 100km SE of King Salmon, Alaska",0,earthquake,-540.0,1557976983880,https://earthquake.usgs.gov/earthquakes/eventpage/av70820954
86,,"[-120.198, 48.8151666666667, 5.61]",,61510552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61510552&format=geojson,,1.82,ml,",uw61510552,",,182.0,,uw,13.0,0.43,"29km NNE of Mazama, Washington",51,",uw,",reviewed,1548957488370,"M 1.8 - 29km NNE of Mazama, Washington",0,earthquake,-480.0,1548961154610,https://earthquake.usgs.gov/earthquakes/eventpage/uw61510552
87,,"[-149.9309, 61.5303, 41.6]",,0191fk4g2a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fk4g2a&format=geojson,,1.1,ml,",ak0191fk4g2a,",,,,ak,,0.56,"1km NE of Big Lake, Alaska",19,",ak,",reviewed,1548957467874,"M 1.1 - 1km NE of Big Lake, Alaska",0,earthquake,-540.0,1550269770203,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fk4g2a
88,,"[-146.8511, 62.5318, 250]",,0191fk45c7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fk45c7&format=geojson,,1.9,ml,",ak0191fk45c7,",,,,ak,,0.81,"82km NW of Glennallen, Alaska",56,",ak,",automatic,1548957368398,"M 1.9 - 82km NW of Glennallen, Alaska",0,earthquake,-540.0,1548958170487,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fk45c7
89,,"[-116.7236667, 33.5293333, 4.29]",,38214023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38214023&format=geojson,0.03773,0.21,ml,",ci38214023,",,205.0,,ci,13.0,0.06,"5km WSW of Anza, CA",1,",ci,",reviewed,1548956811510,"M 0.2 - 5km WSW of Anza, CA",0,earthquake,-480.0,1548958719144,https://earthquake.usgs.gov/earthquakes/eventpage/ci38214023
90,,"[-155.6558333, 19.512, 4.12]",2.2,70791866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70791866&format=geojson,0.03109,1.8,ml,",hv70791866,",2.0,116.0,,hv,26.0,0.11,"22km ENE of Honaunau-Napoopoo, Hawaii",50,",hv,",reviewed,1548956789680,"M 1.8 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,-600.0,1549004251674,https://earthquake.usgs.gov/earthquakes/eventpage/hv70791866
91,,"[-118.8448333, 37.5596667, -0.83]",,73138576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138576&format=geojson,0.03278,-0.01,md,",nc73138576,",,261.0,,nc,5.0,0.02,"14km W of Toms Place, CA",0,",nc,",reviewed,1548956711670,"M 0.0 - 14km W of Toms Place, CA",0,earthquake,-480.0,1548978720797,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138576
92,,"[-178.7414, -17.762, 501.9]",,2000jbbq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbbq&format=geojson,3.486,4.3,mb,",us2000jbbq,",,73.0,,us,,1.26,"249km SE of Lambasa, Fiji",284,",us,",reviewed,1548956708500,"M 4.3 - 249km SE of Lambasa, Fiji",0,earthquake,-720.0,1555614567040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbbq
93,,"[-149.9187, 61.3932, 43.4]",2.0,0191fk1obz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fk1obz&format=geojson,,1.1,ml,",ak0191fk1obz,",1.0,,,ak,,0.41,"14km S of Big Lake, Alaska",19,",ak,",reviewed,1548956695143,"M 1.1 - 14km S of Big Lake, Alaska",0,earthquake,-540.0,1550269769570,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fk1obz
94,,"[-122.8106667, 38.8223333, 1.55]",,73138571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138571&format=geojson,0.001157,1.1,md,",nc73138571,",,46.0,,nc,33.0,0.05,"7km NW of The Geysers, CA",19,",nc,",reviewed,1548955980390,"M 1.1 - 7km NW of The Geysers, CA",0,earthquake,-480.0,1549696204706,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138571
95,,"[-122.8211667, 38.8158333, 2.37]",,73138566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138566&format=geojson,0.009357,0.56,md,",nc73138566,",,49.0,,nc,25.0,0.03,"7km NW of The Geysers, CA",5,",nc,",reviewed,1548955557710,"M 0.6 - 7km NW of The Geysers, CA",0,earthquake,-480.0,1549686183710,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138566
96,,"[-152.8, 60.2251, 113.2]",,0191fjxla4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fjxla4&format=geojson,,1.4,ml,",ak0191fjxla4,",,,,ak,,0.24,"29km S of Redoubt Volcano, Alaska",30,",ak,",reviewed,1548955542266,"M 1.4 - 29km S of Redoubt Volcano, Alaska",0,earthquake,-540.0,1550269768923,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fjxla4
97,,"[-148.8799, 63.8327, 7.6]",,0191fjww2d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fjww2d&format=geojson,,0.9,ml,",ak0191fjww2d,",,,,ak,,0.38,"5km ESE of Healy, Alaska",12,",ak,",reviewed,1548955342344,"M 0.9 - 5km ESE of Healy, Alaska",0,earthquake,-540.0,1550269768330,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fjww2d
98,,"[-94.8359, 15.5211, 25.55]",,2000jbbe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbbe&format=geojson,1.25,4.3,mb,",us2000jbbe,",,152.0,,us,,0.92,"77km SSE of San Mateo del Mar, Mexico",284,",us,",reviewed,1548955252940,"M 4.3 - 77km SSE of San Mateo del Mar, Mexico",0,earthquake,-360.0,1555614551040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbbe
99,,"[-67.0211, 17.9688, 15]",,2019031023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019031023&format=geojson,0.0231,1.63,md,",pr2019031023,",,185.0,,pr,5.0,0.37,"2km ESE of La Parguera, Puerto Rico",41,",pr,",reviewed,1548955225540,"M 1.6 - 2km ESE of La Parguera, Puerto Rico",0,earthquake,-240.0,1548957117832,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019031023
100,,"[-122.7843333, 38.8366667, 1.44]",2.2,73138561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138561&format=geojson,0.005006,2.01,md,",nc73138561,",1.0,68.0,,nc,41.0,0.06,"6km WNW of Cobb, CA",62,",nc,",reviewed,1548955090460,"M 2.0 - 6km WNW of Cobb, CA",0,earthquake,-480.0,1549678206095,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138561
101,,"[-149.0722, 64.6478, 15.7]",,0191fjgv9d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fjgv9d&format=geojson,,0.6,ml,",ak0191fjgv9d,",,,,ak,,0.41,"7km NNE of North Nenana, Alaska",6,",ak,",reviewed,1548953266886,"M 0.6 - 7km NNE of North Nenana, Alaska",0,earthquake,-540.0,1550269767743,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fjgv9d
102,,"[-116.7883333, 33.4881667, 4.97]",,38213927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38213927&format=geojson,0.02614,0.34,ml,",ci38213927,",,96.0,,ci,19.0,0.09,"9km NE of Aguanga, CA",2,",ci,",reviewed,1548953087510,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1548958302058,https://earthquake.usgs.gov/earthquakes/eventpage/ci38213927
103,,"[-178.0712, -18.3244, 589.6]",,2000jhfj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jhfj&format=geojson,3.732,4.5,mb,",us2000jhfj,",,262.0,,us,,0.45,"265km NNE of Ndoi Island, Fiji",312,",us,",reviewed,1548952454690,"M 4.5 - 265km NNE of Ndoi Island, Fiji",0,earthquake,-720.0,1555614582040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jhfj
104,,"[78.3505, -33.7054, 10]",,2000jbay,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbay&format=geojson,4.131,5.0,mb,",us2000jbay,",,74.0,,us,,0.69,Mid-Indian Ridge,385,",us,",reviewed,1548952372300,M 5.0 - Mid-Indian Ridge,0,earthquake,300.0,1555614566040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbay
105,,"[-150.2389, 61.4884, 44.3]",,0191fjcyre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fjcyre&format=geojson,,1.0,ml,",ak0191fjcyre,",,,,ak,,0.39,"15km WSW of Big Lake, Alaska",15,",ak,",reviewed,1548952166526,"M 1.0 - 15km WSW of Big Lake, Alaska",0,earthquake,-540.0,1550269767115,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fjcyre
106,,"[-161.9108, 55.0491, 73.1]",,0191fjbost,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fjbost&format=geojson,,1.8,ml,",ak0191fjbost,",,,,ak,,0.21,"53km ESE of Cold Bay, Alaska",50,",ak,",reviewed,1548951808590,"M 1.8 - 53km ESE of Cold Bay, Alaska",0,earthquake,-540.0,1550269766545,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fjbost
107,,"[-116.7971667, 33.5091667, 4.41]",,38213863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38213863&format=geojson,0.004157,0.86,ml,",ci38213863,",,31.0,,ci,41.0,0.2,"10km NE of Aguanga, CA",11,",ci,",reviewed,1548951565920,"M 0.9 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1548956570460,https://earthquake.usgs.gov/earthquakes/eventpage/ci38213863
108,,"[-153.3364, 65.4208, 13.2]",,0191fja0ra,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fja0ra&format=geojson,,1.2,ml,",ak0191fja0ra,",,,,ak,,0.72,"64km WNW of Tanana, Alaska",22,",ak,",reviewed,1548951365538,"M 1.2 - 64km WNW of Tanana, Alaska",0,earthquake,-540.0,1550269765917,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fja0ra
109,,"[-149.8878, 61.4982, 42]",,0191fj8qr6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fj8qr6&format=geojson,,1.1,ml,",ak0191fj8qr6,",,,,ak,,0.42,"4km SE of Big Lake, Alaska",19,",ak,",reviewed,1548950996517,"M 1.1 - 4km SE of Big Lake, Alaska",0,earthquake,-540.0,1550269765265,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fj8qr6
110,,"[-154.815, 56.6015, 24.8]",,0191fj70uk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fj70uk&format=geojson,,2.4,ml,",ak0191fj70uk,us2000jbai,",,,,ak,,0.51,"99km NNE of Chirikof Island, Alaska",89,",ak,us,",reviewed,1548950515199,"M 2.4 - 99km NNE of Chirikof Island, Alaska",0,earthquake,-540.0,1555614566040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fj70uk
111,,"[-153.3312, 62.1529, 5.4]",,0191fixpbh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fixpbh&format=geojson,,1.0,ml,",ak0191fixpbh,",,,,ak,,0.56,"146km SE of McGrath, Alaska",15,",ak,",reviewed,1548950286245,"M 1.0 - 146km SE of McGrath, Alaska",0,earthquake,-540.0,1550269764052,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fixpbh
112,,"[-153.3715, 65.4219, 10.9]",,0191fivobg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fivobg&format=geojson,,0.8,ml,",ak0191fivobg,",,,,ak,,0.65,"66km WNW of Tanana, Alaska",10,",ak,",reviewed,1548949739164,"M 0.8 - 66km WNW of Tanana, Alaska",0,earthquake,-540.0,1550269802270,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fivobg
113,,"[-151.5397, 59.8388, 62.1]",,0191fivm25,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fivm25&format=geojson,,2.6,ml,",ak0191fivm25,us2000jbae,",,,,ak,,0.9,"17km NW of Fritz Creek, Alaska",104,",ak,us,",reviewed,1548949709897,"M 2.6 - 17km NW of Fritz Creek, Alaska",0,earthquake,-540.0,1555614566040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fivm25
114,,"[-150.0117, 61.3843, 40.9]",,0191fiuswm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fiuswm&format=geojson,,0.9,ml,",ak0191fiuswm,",,,,ak,,0.35,"15km SSW of Big Lake, Alaska",12,",ak,",reviewed,1548949492662,"M 0.9 - 15km SSW of Big Lake, Alaska",0,earthquake,-540.0,1550269762642,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fiuswm
115,,"[-119.0076667, 37.5613333, 1.95]",,73138536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73138536&format=geojson,0.0511,0.24,md,",nc73138536,",,258.0,,nc,9.0,0.03,"9km SSW of Mammoth Lakes, CA",1,",nc,",reviewed,1548949285990,"M 0.2 - 9km SSW of Mammoth Lakes, CA",0,earthquake,-480.0,1548980163779,https://earthquake.usgs.gov/earthquakes/eventpage/nc73138536
116,,"[-116.7173333, 33.7098333, 17.37]",,38213791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38213791&format=geojson,0.002956,0.67,ml,",ci38213791,",,62.0,,ci,23.0,0.11,"3km S of Idyllwild, CA",7,",ci,",reviewed,1548949157760,"M 0.7 - 3km S of Idyllwild, CA",0,earthquake,-480.0,1548957814579,https://earthquake.usgs.gov/earthquakes/eventpage/ci38213791
117,,"[-149.2871, 56.2622, 10]",,2000jils,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jils&format=geojson,2.36,2.9,ml,",ak0191fit923,us2000jils,",,189.0,,us,,0.87,"254km SE of Kodiak, Alaska",129,",ak,us,",reviewed,1548949042790,"M 2.9 - 254km SE of Kodiak, Alaska",0,earthquake,-600.0,1555614558040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jils
118,,"[-116.7901667, 33.487, 4.59]",,38213767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38213767&format=geojson,0.0267,0.27,ml,",ci38213767,",,107.0,,ci,14.0,0.09,"8km NE of Aguanga, CA",1,",ci,",reviewed,1548948743730,"M 0.3 - 8km NE of Aguanga, CA",0,earthquake,-480.0,1548957489367,https://earthquake.usgs.gov/earthquakes/eventpage/ci38213767
119,,"[-166.4196, 53.8098, 72.8]",,0191fir4vv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191fir4vv&format=geojson,,1.5,ml,",ak0191fir4vv,",,,,ak,,0.19,"10km SE of Unalaska, Alaska",35,",ak,",reviewed,1548948461072,"M 1.5 - 10km SE of Unalaska, Alaska",0,earthquake,-540.0,1550269801105,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191fir4vv
